"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MB21D2",3.24903405635367e-226,1.31360505187655,0.969,0.429,6.37038107429264e-222,"0","MB21D2"
"CD58",2.85762210758203e-193,1.16669287066817,0.948,0.406,5.60293966633609e-189,"0","CD58"
"CD82",1.45192335723097e-190,1.11223208813557,0.976,0.451,2.84678612652276e-186,"0","CD82"
"SLAMF1",4.10768327635616e-189,1.43927674870164,0.884,0.37,8.05393459995153e-185,"0","SLAMF1"
"C10orf128",2.23014449555098e-185,1.25395442128027,0.802,0.285,4.37264431242681e-181,"0","C10orf128"
"PLEK",4.39760074596042e-182,1.18431523203547,0.881,0.355,8.6223757826046e-178,"0","PLEK"
"CLIC6",4.82277866438912e-182,1.23036561046196,0.764,0.255,9.45602212726775e-178,"0","CLIC6"
"MCOLN2",1.96829231453688e-177,1.06629951213925,0.949,0.416,3.85923074111247e-173,"0","MCOLN2"
"DTX4",1.02415380892219e-175,1.1406458472926,0.869,0.348,2.00805837315374e-171,"0","DTX4"
"PBX4",1.34502793584693e-174,1.10001012223578,0.873,0.348,2.63719627381508e-170,"0","PBX4"
"LAMP3",4.50968989797347e-174,1.25076995634157,0.834,0.318,8.84214898295659e-170,"0","LAMP3"
"ZNF267",1.4065697813091e-173,1.4320475300446,0.759,0.276,2.75786137021275e-169,"0","ZNF267"
"NCK2",1.87899242584691e-173,1.01701143983179,0.96,0.443,3.68414044935804e-169,"0","NCK2"
"PEX26",1.79974601731566e-172,1.03274705182141,0.926,0.385,3.52876201615081e-168,"0","PEX26"
"IRAK2",2.75613962098576e-172,1.07461956300765,0.938,0.406,5.40396295486678e-168,"0","IRAK2"
"B4GALT6",5.82372477936952e-169,1.04238356673847,0.943,0.411,1.14185771749098e-164,"0","B4GALT6"
"CMKLR1",4.74739602998776e-168,1.05891781598753,0.906,0.383,9.308219395997e-164,"0","CMKLR1"
"IL21R",1.56580143950671e-167,1.07582139804162,0.958,0.419,3.0700668824408e-163,"0","IL21R"
"FXYD2",1.91595475236232e-166,1.03775097885316,0.804,0.305,3.75661248295681e-162,"0","FXYD2"
"DNAI2",2.16429970544031e-166,1.30160142537537,0.696,0.232,4.24354243245682e-162,"0","DNAI2"
"PLEKHG1",3.76304044468667e-166,0.951486192643181,0.973,0.468,7.37819339989715e-162,"0","PLEKHG1"
"DAP",1.65428209477199e-163,1.00641725305435,0.909,0.395,3.24355090321944e-159,"0","DAP"
"FSD1L",2.41967796514642e-163,0.884367856791885,0.866,0.36,4.74426258626258e-159,"0","FSD1L"
"PIWIL4",4.87538386413152e-163,1.14874803926654,0.793,0.305,9.55916514240266e-159,"0","PIWIL4"
"TNFRSF8",1.27878931672062e-161,0.98114839426873,0.915,0.4,2.50732221329413e-157,"0","TNFRSF8"
"TGM5",2.76162441774959e-160,1.11249416204851,0.714,0.246,5.41471699588162e-156,"0","TGM5"
"DNASE1L3",3.33199888526144e-159,1.02180760243925,0.833,0.322,6.53305021433211e-155,"0","DNASE1L3"
"LMCD1",3.5236718413783e-159,0.999939696410423,0.798,0.309,6.90886337939043e-155,"0","LMCD1"
"GCSAM",4.36709818647267e-159,1.20451669455523,0.834,0.334,8.56256941421697e-155,"0","GCSAM"
"KDM1B",2.07829409674059e-158,0.9783252677253,0.902,0.394,4.07491123547928e-154,"0","KDM1B"
"C20orf196",3.81545402769522e-158,0.981692816855451,0.911,0.382,7.48096071210202e-154,"0","C20orf196"
"TMEM87B",5.20749159034067e-158,1.00767343285969,0.897,0.386,1.02103287611809e-153,"0","TMEM87B"
"GALNT6",6.86542474951263e-158,1.02341186078905,0.88,0.366,1.34610383063694e-153,"0","GALNT6"
"RAP2A",8.55031887022342e-158,0.971422359818277,0.934,0.404,1.67646102088471e-153,"0","RAP2A"
"MX2",3.80198332774306e-157,1.06749152422069,0.857,0.366,7.45454871070582e-153,"0","MX2"
"AP3M2",4.12093933137696e-157,1.02416757046689,0.873,0.353,8.0799257470308e-153,"0","AP3M2"
"TTF2",5.68810754505874e-157,1.15771220159642,0.854,0.364,1.11526724635967e-152,"0","TTF2"
"CYP7B1",1.20509719893013e-156,0.841033449877826,0.892,0.393,2.36283407794231e-152,"0","CYP7B1"
"MTAP",2.05011613423472e-156,0.917102746956474,0.907,0.391,4.01966270439401e-152,"0","MTAP"
"CYTH1",2.06401416312372e-156,0.997970151867696,0.98,0.465,4.04691256963668e-152,"0","CYTH1"
"GPAT3",2.39746385604978e-156,1.13833128500457,0.773,0.294,4.70070738255681e-152,"0","GPAT3"
"CRTAM",3.94356820683354e-156,1.42399197333001,0.683,0.229,7.73215418313852e-152,"0","CRTAM"
"IL15",4.2760288256036e-156,0.976174169031838,0.848,0.356,8.38400971836098e-152,"0","IL15"
"WDFY1",9.43414975702568e-156,1.00986888754401,0.928,0.408,1.84975374286002e-151,"0","WDFY1"
"MREG",2.23100951491684e-155,0.98483558622529,0.948,0.422,4.37434035589745e-151,"0","MREG"
"TPMT",2.30827425812748e-155,1.14022845133051,0.826,0.331,4.52583333791055e-151,"0","TPMT"
"CD22",3.07751416438778e-155,1.11477480528418,0.816,0.322,6.03408202211513e-151,"0","CD22"
"CYB5A",3.2953349295094e-155,1.19522064657185,0.768,0.295,6.46116319628908e-151,"0","CYB5A"
"CASP8AP2",6.32099378488677e-155,1.10255674485125,0.867,0.365,1.23935725140275e-150,"0","CASP8AP2"
"TYW1B",1.25384881361811e-154,1.00869185291028,0.909,0.398,2.45842136886102e-150,"0","TYW1B"
"PECR",1.97254488563196e-154,1.03222330746368,0.974,0.427,3.86756875725859e-150,"0","PECR"
"INSIG1",2.35545637563518e-154,1.10079534800917,0.851,0.354,4.61834331570789e-150,"0","INSIG1"
"LAPTM5",4.45851773095996e-153,1.0793339004973,0.911,0.39,8.7418157150932e-149,"0","LAPTM5"
"IL2RA",4.6926804194066e-153,1.14078155339638,0.804,0.329,9.20093849833052e-149,"0","IL2RA"
"PPM1K",5.25597581698377e-153,0.963071426422163,0.884,0.356,1.03053917843601e-148,"0","PPM1K"
"RASSF4",3.59023435611477e-152,0.874681412464228,0.892,0.403,7.03937250203423e-148,"0","RASSF4"
"FCHO1",9.97773604594222e-152,0.993870349786868,0.92,0.391,1.95633470652789e-147,"0","FCHO1"
"SMIM14",2.20825150643364e-151,0.937044353174618,0.914,0.395,4.32971872866443e-147,"0","SMIM14"
"TMEM18",3.41840115925868e-151,1.11089876074065,0.852,0.346,6.70245915295849e-147,"0","TMEM18"
"SP140",3.73055231362923e-151,0.930580227577149,0.948,0.426,7.31449392133284e-147,"0","SP140"
"TEC",5.90048732588339e-151,0.956454236801592,0.982,0.452,1.15690854998596e-146,"0","TEC"
"PIK3R6",7.97852103234621e-151,0.979203851425694,0.901,0.395,1.56434861881212e-146,"0","PIK3R6"
"DDX59",1.29867158903926e-150,1.06568820617433,0.892,0.382,2.54630538462929e-146,"0","DDX59"
"NRP2",1.64712766919143e-150,0.716737421703096,0.9,0.412,3.22952322098364e-146,"0","NRP2"
"PLIN3",6.50320562375698e-150,0.995449213512058,0.866,0.363,1.27508352665003e-145,"0","PLIN3"
"ZNF721",6.93296785441406e-150,1.10721973017102,0.784,0.299,1.35934700721497e-145,"0","ZNF721"
"PIKFYVE",7.01755947522728e-150,0.888491504589228,0.873,0.381,1.37593288630781e-145,"0","PIKFYVE"
"PRPSAP2",2.1609244608234e-149,0.969246030737897,0.91,0.396,4.23692459033643e-145,"0","PRPSAP2"
"CDS2",2.22204785364483e-149,0.996822630117782,0.909,0.393,4.35676922664141e-145,"0","CDS2"
"RBFA",6.63965726933284e-149,1.15334113903026,0.832,0.341,1.30183760079809e-144,"0","RBFA"
"PSPH",1.12059090863171e-148,1.02520120378132,0.83,0.339,2.1971425945542e-144,"0","PSPH"
"PTPN3",2.29107934832447e-148,0.807294195277895,0.939,0.434,4.49211927825978e-144,"0","PTPN3"
"ZNF808",2.70502185886714e-148,1.29496481994433,0.767,0.309,5.30373635868081e-144,"0","ZNF808"
"S100A11",2.74846676521622e-148,1.30593630566744,0.72,0.263,5.38891878655944e-144,"0","S100A11"
"EEF2KMT",3.19333810427644e-148,1.16652655559991,0.827,0.342,6.26117802105481e-144,"0","EEF2KMT"
"TPRA1",3.61679244556108e-148,1.01192409180113,0.902,0.39,7.09144494801162e-144,"0","TPRA1"
"ZNF430",4.85679513451858e-148,1.2486829928335,0.758,0.286,9.52271822025058e-144,"0","ZNF430"
"ILDR1",5.27489609135269e-148,0.853264524641839,0.854,0.364,1.03424887663152e-143,"0","ILDR1"
"CD86",5.36271948432065e-148,0.939446578990905,0.954,0.424,1.05146840929075e-143,"0","CD86"
"AKNA",7.46709003598839e-148,0.90758603790426,0.967,0.452,1.46407234335624e-143,"0","AKNA"
"EPG5",8.31151555473815e-148,0.780187675918994,0.87,0.374,1.62963885481751e-143,"0","EPG5"
"SNX10",1.40989311623508e-147,0.889547007260431,0.863,0.363,2.76437743300211e-143,"0","SNX10"
"ALG1L2",2.50335205760851e-147,0.942028093112151,0.879,0.38,4.908322379353e-143,"0","ALG1L2"
"SMCO4",6.79808759718545e-147,0.858743307275932,0.903,0.403,1.33290103518015e-142,"0","SMCO4"
"ENPP2",7.40103280627357e-147,0.79925189008216,0.82,0.335,1.45112050232606e-142,"0","ENPP2"
"GCNT2",3.283289245552e-146,0.802431950415092,0.86,0.37,6.4375452237538e-142,"0","GCNT2"
"HGSNAT",3.35763360215799e-146,1.08178658069423,0.798,0.329,6.58331220375116e-142,"0","HGSNAT"
"SH2B3",3.71535033400863e-146,0.882387683335016,0.974,0.448,7.28468739989073e-142,"0","SH2B3"
"PRKRIP1",5.37734263231241e-146,0.997067578705771,0.952,0.416,1.0543355699175e-141,"0","PRKRIP1"
"TXN",1.71539921885142e-145,1.07176109137167,0.809,0.331,3.36338324840197e-141,"0","TXN"
"ALDH16A1",1.76668369401327e-145,0.942194268342345,0.919,0.396,3.46393671885182e-141,"0","ALDH16A1"
"PDCD1LG2",2.75452291520997e-145,1.02431190731516,0.856,0.355,5.40079307985219e-141,"0","PDCD1LG2"
"AGK",2.77728796122888e-145,0.945395970997161,0.825,0.347,5.44542850558146e-141,"0","AGK"
"SLC45A3",3.07623549864932e-145,1.01854742793524,0.764,0.298,6.03157494220172e-141,"0","SLC45A3"
"NID1",4.73211317836568e-145,0.868716461325222,0.913,0.408,9.27825430882159e-141,"0","NID1"
"CIITA",5.11888468395039e-145,0.907310987339586,0.948,0.429,1.00365971998215e-140,"0","CIITA"
"IL1R1",6.12834568297246e-145,0.898154967261435,0.769,0.302,1.20158473806041e-140,"0","IL1R1"
"SMPD4",6.54435358768783e-145,0.977228410837862,0.843,0.347,1.28315140793795e-140,"0","SMPD4"
"CEP135",6.54455344137498e-145,0.914283023972098,0.842,0.36,1.28319059325039e-140,"0","CEP135"
"ZNF627",6.62197951621281e-145,0.997174159942601,0.93,0.408,1.29837152374385e-140,"0","ZNF627"
"RAB3GAP2",8.5520354762849e-145,0.883714291781455,0.851,0.359,1.67679759583518e-140,"0","RAB3GAP2"
"RAD51L3-RFFL",1.53728562275555e-144,0.883097709957507,0.948,0.449,3.0141559205368e-140,"0","RAD51L3-RFFL"
"ARPC1B",2.83184662791651e-144,0.90735304889283,0.891,0.381,5.55240168335591e-140,"0","ARPC1B"
"P2RY8",3.1182970870453e-144,0.987671374565011,0.991,0.465,6.11404509856972e-140,"0","P2RY8"
"SMIM3",3.62043782534132e-144,1.06824948191627,0.718,0.263,7.09859244414673e-140,"0","SMIM3"
"PARP14",6.42364804266663e-144,0.944647777971179,0.826,0.345,1.25948467172565e-139,"0","PARP14"
"DHTKD1",7.20718623683371e-144,0.978160684037373,0.884,0.375,1.41311300545599e-139,"0","DHTKD1"
"NOD1",7.27435936506931e-144,1.08466050210195,0.807,0.33,1.42628364070914e-139,"0","NOD1"
"DHX35",1.88914450757495e-143,0.90075027342218,0.883,0.39,3.70404563600221e-139,"0","DHX35"
"TXNL4A",2.04749560316264e-143,0.900974896557059,0.921,0.399,4.01452462912099e-139,"0","TXNL4A"
"OSBPL3",2.10620273639914e-143,0.913821858587871,0.993,0.491,4.1296317052578e-139,"0","OSBPL3"
"DSCR3",5.41868092755254e-143,0.931173919073067,0.901,0.391,1.06244076946523e-138,"0","DSCR3"
"CD55",6.28693346627834e-143,0.950306869262466,0.903,0.394,1.23267904473319e-138,"0","CD55"
"ACADM",6.63695348462961e-143,0.981311763372137,0.886,0.38,1.30130746973133e-138,"0","ACADM"
"RILPL2",7.65677990214293e-143,1.0155345786084,0.863,0.358,1.50126483541316e-138,"0","RILPL2"
"DFNA5",8.70661480844397e-143,0.935722840785971,0.848,0.361,1.70710596549161e-138,"0","DFNA5"
"CFLAR",9.06618846684068e-143,0.919852506952841,0.963,0.427,1.77760757269345e-138,"0","CFLAR"
"TMEM243",9.26707974253076e-143,0.893767271271144,0.883,0.374,1.81699632511801e-138,"0","TMEM243"
"RFFL",1.32906339336439e-142,0.892185238826931,0.911,0.418,2.60589459536956e-138,"0","RFFL"
"LCT",2.04713072205025e-142,1.12369915273826,0.769,0.303,4.01380920672392e-138,"0","LCT"
"TNIP2",2.24578205401613e-142,1.01951943992789,0.828,0.331,4.40330487330944e-138,"0","TNIP2"
"PRMT1",2.48698841173343e-142,0.910069159925189,0.898,0.395,4.87623817888574e-138,"0","PRMT1"
"WDR66",2.76686970234406e-142,0.953930003539621,0.845,0.352,5.425001425386e-138,"0","WDR66"
"FGR",3.62536825083023e-142,0.993494067840828,0.868,0.367,7.10825952940284e-138,"0","FGR"
"CASR",3.76370182523347e-142,0.842641329037968,0.821,0.343,7.37949016873526e-138,"0","CASR"
"MTERF4",4.01905895363091e-142,0.985110237487339,0.788,0.319,7.88016889038413e-138,"0","MTERF4"
"SCIMP",4.99582236864463e-142,1.00864071885751,0.846,0.347,9.79530891820153e-138,"0","SCIMP"
"GRK3",5.5127737143784e-142,0.878154523485721,0.876,0.399,1.08088954217817e-137,"0","GRK3"
"ZNF140",7.92332489109833e-142,1.16624988798371,0.729,0.272,1.55352631139765e-137,"0","ZNF140"
"MSH3",9.44753508288298e-142,0.762020354905073,0.922,0.421,1.85237820370087e-137,"0","MSH3"
"TMEM50B",1.46506313987534e-141,0.98625461077185,0.882,0.377,2.87254929835358e-137,"0","TMEM50B"
"KIAA1324",1.71860282629403e-141,0.789385179253809,0.845,0.363,3.3696645615147e-137,"0","KIAA1324"
"FBXL12",1.93238959539921e-141,0.97335653866185,0.9,0.391,3.78883627969923e-137,"0","FBXL12"
"MAP1LC3B",2.18327028382043e-141,0.904160350091777,0.894,0.397,4.28073804548671e-137,"0","MAP1LC3B"
"CFAP97",2.50879693880072e-141,0.933726309949133,0.89,0.398,4.91899815790658e-137,"0","CFAP97"
"ACKR3",2.51353849229629e-141,1.19731504452769,0.644,0.214,4.92829492184533e-137,"0","ACKR3"
"RASSF2",3.37198772632992e-141,0.8509152874081,0.883,0.386,6.61145633501506e-137,"0","RASSF2"
"TTC9",4.82607666001131e-141,1.00466507851252,0.872,0.369,9.46248850728418e-137,"0","TTC9"
"AMZ1",5.28583620514971e-141,0.786653302953032,0.956,0.442,1.0363939047437e-136,"0","AMZ1"
"GCNT1",6.14213411010796e-141,0.820186734670358,0.911,0.407,1.20428823496887e-136,"0","GCNT1"
"TLR1",1.04151130472411e-140,0.952196605110621,0.865,0.368,2.04209121517256e-136,"0","TLR1"
"ENPP3",1.06060159150311e-140,0.951647665334907,0.766,0.301,2.07952154046014e-136,"0","ENPP3"
"PGLYRP4",2.08604058431155e-140,1.42633003525773,0.565,0.169,4.09009977365966e-136,"0","PGLYRP4"
"STK17A",2.4398265773771e-140,1.01027121687433,0.875,0.369,4.78376797026328e-136,"0","STK17A"
"ZC3H12D",3.217856882474e-140,0.982513451263831,0.891,0.395,6.30925198946677e-136,"0","ZC3H12D"
"ENO1",4.11849962299996e-140,0.925308523384022,0.844,0.357,8.07514221081602e-136,"0","ENO1"
"OTULIN",5.480524077575e-140,0.824517158939876,0.886,0.385,1.07456635589013e-135,"0","OTULIN"
"ZNF490",6.86984549562962e-140,0.979200727354914,0.845,0.353,1.3469706063281e-135,"0","ZNF490"
"FADS1",7.40602212534692e-140,0.898576525771733,0.861,0.363,1.45209875811677e-135,"0","FADS1"
"NQO2",2.03959134361559e-139,0.928893001032472,0.858,0.371,3.99902674742708e-135,"0","NQO2"
"NUDT3",2.11734115987361e-139,0.746028044561811,0.911,0.403,4.15147081216418e-135,"0","NUDT3"
"GPR55",2.13732331537301e-139,0.8553002629322,0.954,0.422,4.19064982445186e-135,"0","GPR55"
"TCF7",2.30478280640906e-139,0.665135778710559,0.905,0.408,4.51898764852625e-135,"0","TCF7"
"CARD19",2.41134926130018e-139,0.946716564160941,0.896,0.395,4.72793249663127e-135,"0","CARD19"
"PDSS1",3.02737371552352e-139,0.99775255177045,0.787,0.319,5.93577164402696e-135,"0","PDSS1"
"KSR1",4.3438119335366e-139,0.880854715247518,0.99,0.523,8.51691205808522e-135,"0","KSR1"
"AC009133.22",5.60867204421928e-139,1.03323192044689,0.841,0.351,1.09969232771007e-134,"0","AC009133.22"
"C2orf69",6.80328628374034e-139,0.998904604795531,0.834,0.35,1.33392034165297e-134,"0","C2orf69"
"VOPP1",6.83604221719263e-139,0.918899828589561,0.987,0.482,1.34034279752496e-134,"0","VOPP1"
"ZNF670-ZNF695",1.01606407588503e-138,0.864672108065037,0.795,0.319,1.99219683358778e-134,"0","ZNF670-ZNF695"
"PGPEP1L",1.10814362696158e-138,0.953095524134271,0.75,0.284,2.17273720938357e-134,"0","PGPEP1L"
"CD37",1.11554692798388e-138,1.12869521233023,0.693,0.252,2.18725286169798e-134,"0","CD37"
"ZNF736",1.15762285736317e-138,1.16508234501743,0.782,0.316,2.26975113643197e-134,"0","ZNF736"
"LHFPL1",1.4867116435761e-138,0.853120539537165,0.778,0.311,2.91499551955967e-134,"0","LHFPL1"
"DRAM1",2.63880231299867e-138,0.870741863138557,0.962,0.449,5.1738996950965e-134,"0","DRAM1"
"ZNF586",2.94226726037079e-138,1.05462222643518,0.804,0.328,5.76890341740901e-134,"0","ZNF586"
"TNFSF14",4.74906519172706e-138,1.20364995512174,0.683,0.244,9.31149212141924e-134,"0","TNFSF14"
"RP11-872D17.8",5.19466378019935e-138,0.789393115773734,0.787,0.314,1.01851772738369e-133,"0","RP11-872D17.8"
"TACC1",5.77549053222068e-138,0.864015200889396,0.969,0.452,1.13240042865251e-133,"0","TACC1"
"C1orf174",6.99716119313174e-138,1.00434130504584,0.863,0.366,1.37193339513734e-133,"0","C1orf174"
"ZMAT3",1.20180655609017e-137,0.888333133842789,0.844,0.365,2.35638211452599e-133,"0","ZMAT3"
"PSMA6",1.27282449237408e-137,0.847255088909328,0.865,0.366,2.49562698219786e-133,"0","PSMA6"
"FCER2",1.28805002176962e-137,1.16549247400973,0.773,0.31,2.52547967768369e-133,"0","FCER2"
"GCA",1.45680982960197e-137,0.819564913216297,0.887,0.387,2.85636703290059e-133,"0","GCA"
"TPCN1",1.48164835669214e-137,0.872261088236434,0.943,0.423,2.90506793296628e-133,"0","TPCN1"
"ATP10D",1.59057242437668e-137,0.809336748907728,0.895,0.403,3.11863535247536e-133,"0","ATP10D"
"PRTFDC1",1.74431428265479e-137,0.939405793864908,0.848,0.361,3.42007701400124e-133,"0","PRTFDC1"
"COX14",1.97052205290946e-137,1.09442211230227,0.844,0.355,3.86360258913958e-133,"0","COX14"
"PUDP",2.10425145344555e-137,0.810501088408779,0.896,0.403,4.1258058247707e-133,"0","PUDP"
"CMTM7",2.78745331624507e-137,0.825831455913871,0.912,0.401,5.46535971716171e-133,"0","CMTM7"
"CYTH4",5.44401402309399e-137,1.00820480898292,0.791,0.326,1.06740782950804e-132,"0","CYTH4"
"HMOX2",1.03460552722721e-136,1.01974794546293,0.827,0.349,2.02855105723439e-132,"0","HMOX2"
"ZNF254",1.10365604030122e-136,1.06321595394261,0.716,0.271,2.16393839821861e-132,"0","ZNF254"
"AC104532.2",1.20392686968369e-136,0.936623577707154,0.87,0.378,2.36053941338881e-132,"0","AC104532.2"
"ZNF33A",1.33475335343231e-136,1.01352909718485,0.784,0.326,2.61705090007473e-132,"0","ZNF33A"
"MBOAT1",1.36834782819758e-136,0.809814321276098,0.877,0.387,2.682919586747e-132,"0","MBOAT1"
"PLEKHF1",1.47297894814971e-136,1.05823462464862,0.797,0.322,2.88806982363714e-132,"0","PLEKHF1"
"ANAPC10",1.47438452494223e-136,0.828320443309554,0.869,0.379,2.89082573805423e-132,"0","ANAPC10"
"ARRB1",1.52056895886024e-136,0.703024707754386,0.863,0.379,2.98137955763727e-132,"0","ARRB1"
"RPS10-NUDT3",1.82250338947899e-136,0.759718105548888,0.938,0.429,3.57338239575145e-132,"0","RPS10-NUDT3"
"IKBKE",2.0834599796213e-136,0.993374603787078,0.8,0.329,4.08503998204349e-132,"0","IKBKE"
"IL5RA",2.25032719130101e-136,1.00571280768871,0.827,0.351,4.41221652398388e-132,"0","IL5RA"
"CTD-3105H18.16",2.37211956112095e-136,1.18539584734277,0.742,0.288,4.65101482348984e-132,"0","CTD-3105H18.16"
"KCNN2",2.53386278446006e-136,0.607024196854851,0.776,0.306,4.96814476149084e-132,"0","KCNN2"
"UBASH3A",3.16219260547482e-136,0.910946765347543,0.784,0.325,6.20011104155448e-132,"0","UBASH3A"
"VMAC",3.30017470331605e-136,0.929751267808253,0.867,0.375,6.47065254079177e-132,"0","VMAC"
"RGS10",4.10118033183276e-136,0.858751837380404,0.892,0.385,8.0411842766245e-132,"0","RGS10"
"TRIM26",4.37301284455938e-136,1.07330438032163,0.805,0.337,8.57416628432758e-132,"0","TRIM26"
"ARL6IP5",4.4624520212699e-136,0.836250215172233,0.797,0.314,8.74952967810389e-132,"0","ARL6IP5"
"MSMO1",5.18838156632176e-136,1.1522973274617,0.788,0.329,1.01728597370871e-131,"0","MSMO1"
"AFG3L2",8.36632612972516e-136,0.906040004788341,0.872,0.38,1.64038556425521e-131,"0","AFG3L2"
"LAP3",1.17056949418782e-135,0.928674826117342,0.862,0.368,2.29513560725406e-131,"0","LAP3"
"RMDN1",1.28175617302484e-135,0.995559998329251,0.817,0.335,2.51313932844981e-131,"0","RMDN1"
"RP11-111K18.1",1.444171051447e-135,1.01187506316563,0.78,0.317,2.83158618057213e-131,"0","RP11-111K18.1"
"CCT6A",1.46529259006868e-135,1.14865571933068,0.739,0.283,2.87299918134767e-131,"0","CCT6A"
"RPS9",1.59021516114032e-135,0.874921811913256,0.84,0.358,3.11793486644783e-131,"0","RPS9"
"CA13",1.68450165160034e-135,0.908811600549326,0.87,0.368,3.30280238829279e-131,"0","CA13"
"NAMPT",1.69172036238735e-135,0.8687149321183,0.892,0.393,3.31695611453288e-131,"0","NAMPT"
"ATP1B1",1.69329655650814e-135,1.12434404682895,0.713,0.273,3.32004655834551e-131,"0","ATP1B1"
"SLC12A8",2.24446292538296e-135,0.793722221911048,0.97,0.456,4.40071845779836e-131,"0","SLC12A8"
"TGFBR3",2.57630044142249e-135,0.76904484060365,0.961,0.46,5.05135227549707e-131,"0","TGFBR3"
"NDUFA11",3.00461180726398e-135,0.867436274177423,0.887,0.385,5.89114237050249e-131,"0","NDUFA11"
"SLC16A7",3.80304810860699e-135,0.757921855172902,0.836,0.363,7.45663642654572e-131,"0","SLC16A7"
"LNX1",4.14255116442395e-135,0.696966050100769,0.905,0.42,8.12230006808605e-131,"0","LNX1"
"IDI1",4.2629157972583e-135,1.01043747155768,0.854,0.367,8.35829900368435e-131,"0","IDI1"
"CCDC69",5.03127201728611e-135,0.864586234370352,0.903,0.392,9.86481504429287e-131,"0","CCDC69"
"IL4I1",5.14795977510157e-135,0.742575379837691,0.962,0.46,1.00936047310417e-130,"0","IL4I1"
"TBC1D30",6.12952790045054e-135,0.892437088791192,0.835,0.361,1.20181653544134e-130,"0","TBC1D30"
"RP1-66C13.4",6.57310704153283e-135,0.862262822290832,0.827,0.358,1.28878909763334e-130,"0","RP1-66C13.4"
"CROCC",9.44797402208768e-135,0.801272339009016,0.922,0.424,1.85246426651073e-130,"0","CROCC"
"TRAF1",1.37330118927595e-134,1.04568576076066,0.773,0.324,2.69263164181335e-130,"0","TRAF1"
"CYP1B1",1.48076279039545e-134,1.12649226364484,0.674,0.246,2.90333160312836e-130,"0","CYP1B1"
"PANX1",2.27872937536026e-134,0.806016226285882,0.786,0.321,4.46790468626887e-130,"0","PANX1"
"CISD1",2.35903079076453e-134,1.08253547211595,0.794,0.333,4.62535167145201e-130,"0","CISD1"
"LAT2",2.39090006566915e-134,0.760859574928942,0.889,0.393,4.68783775875749e-130,"0","LAT2"
"UPP1",2.97615685022034e-134,1.06662171158738,0.721,0.278,5.83535073622702e-130,"0","UPP1"
"RP4-777O23.3",4.5554777896354e-134,1.0063713047981,0.782,0.318,8.93192530213813e-130,"0","RP4-777O23.3"
"TCEANC",5.04678671153522e-134,0.983348409606509,0.816,0.341,9.8952347053071e-130,"0","TCEANC"
"IQCD",5.4769061650264e-134,0.960434609031307,0.926,0.403,1.07385699177673e-129,"0","IQCD"
"NFATC2",6.09597108601847e-134,0.748599916509932,0.983,0.512,1.19523705083564e-129,"0","NFATC2"
"SLC1A1",7.332099519754e-134,0.763768520466575,0.868,0.382,1.43760475283817e-129,"0","SLC1A1"
"CHFR",7.8293182958123e-134,0.782995205125641,0.918,0.42,1.53509443825992e-129,"0","CHFR"
"C17orf99",8.85804474439952e-134,1.00900653004891,0.777,0.316,1.73679683303441e-129,"0","C17orf99"
"C1orf228",1.14649773818588e-133,0.871508434617582,0.971,0.444,2.24793811526105e-129,"0","C1orf228"
"SORD",1.14651390033595e-133,1.22370594440995,0.693,0.251,2.2479698043887e-129,"0","SORD"
"GOLGA3",1.15727527611754e-133,0.818897396440342,0.859,0.382,2.26906963388367e-129,"0","GOLGA3"
"ANKRD33B",1.1741529726045e-133,0.811943006313653,0.992,0.503,2.30216173338565e-129,"0","ANKRD33B"
"TNFAIP8",1.82418948846124e-133,0.924190859531884,0.994,0.471,3.57668833002595e-129,"0","TNFAIP8"
"FAM86C1",1.93265877153883e-133,1.14331753075405,0.756,0.299,3.78936405335619e-129,"0","FAM86C1"
"OFD1",2.27065012912601e-133,0.924774893753177,0.885,0.387,4.45206370817737e-129,"0","OFD1"
"MS4A6E",3.20221800301891e-133,0.870718003987241,0.814,0.337,6.27858883851918e-129,"0","MS4A6E"
"ABCC4",3.23232632490378e-133,0.733016188612539,0.98,0.506,6.33762222523885e-129,"0","ABCC4"
"SMC5",3.26627476180806e-133,0.968763673115277,0.779,0.316,6.40418492547706e-129,"0","SMC5"
"CD164",3.37155427260625e-133,1.07621215601272,0.8,0.324,6.61060646229908e-129,"0","CD164"
"ZFP64",3.46581038102386e-133,0.554894670533333,0.899,0.409,6.79541441407349e-129,"0","ZFP64"
"ASCC1",3.91819454261989e-133,0.800443088097329,0.877,0.388,7.68240403971483e-129,"0","ASCC1"
"ECE1",6.32956660890791e-133,0.804632598044462,0.957,0.457,1.24103812500857e-128,"0","ECE1"
"MRE11A",7.85055617507932e-133,0.784469700431844,0.812,0.332,1.5392585492478e-128,"0","MRE11A"
"FTH1",7.95050804921445e-133,1.12649117970742,0.736,0.289,1.55885611320948e-128,"0","FTH1"
"SGPP2",9.54290572860208e-133,0.761717169751977,0.914,0.422,1.87107752620701e-128,"0","SGPP2"
"LINC01420",1.29906467683244e-132,0.672560310166514,0.898,0.412,2.54707611186537e-128,"0","LINC01420"
"TMEM116",1.34439282074126e-132,0.922711885385564,0.889,0.387,2.63595100362739e-128,"0","TMEM116"
"CTSZ",1.351492413171e-132,0.875532418792678,0.821,0.341,2.64987117450438e-128,"0","CTSZ"
