"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SDSL",1.09109463412692e-91,1.25333065918977,0.524,0.194,2.13930924913266e-87,"0","SDSL"
"RPAIN",1.10628404221007e-91,0.880893837580164,0.667,0.292,2.16909112156128e-87,"0","RPAIN"
"NKIRAS1",1.1208981423248e-91,0.479973858347031,0.911,0.448,2.19774498765623e-87,"0","NKIRAS1"
"SCAMP1",1.13273141696508e-91,0.486459813795237,0.781,0.353,2.22094648924343e-87,"0","SCAMP1"
"PGAP2",1.17099004064297e-91,0.547906522685138,0.875,0.405,2.29596017268867e-87,"0","PGAP2"
"RRN3",1.2171219191523e-91,1.20834920440119,0.519,0.189,2.38641094688191e-87,"0","RRN3"
"ZMYND11",1.23053482539028e-91,0.413663465962026,0.744,0.339,2.41270963214272e-87,"0","ZMYND11"
"ZNF445",1.25186004111771e-91,0.556662501131643,0.643,0.271,2.4545219826195e-87,"0","ZNF445"
"PPP1R11",1.29454291040283e-91,0.907236052020899,0.658,0.281,2.53821028442683e-87,"0","PPP1R11"
"FGD2",1.40378468989832e-91,0.533816569639429,0.731,0.331,2.75240064148364e-87,"0","FGD2"
"HIP1",1.42689679151225e-91,0.535897684437436,0.97,0.496,2.79771653911808e-87,"0","HIP1"
"MRPS27",1.47707153050656e-91,0.493240223560569,0.924,0.443,2.89609414986421e-87,"0","MRPS27"
"PGK1",1.47956749087686e-91,0.505713969396758,0.764,0.347,2.90098797936225e-87,"0","PGK1"
"NDST2",1.51527035456694e-91,0.407736742027235,0.744,0.338,2.97099058419941e-87,"0","NDST2"
"SEC63",1.53056124639328e-91,0.321962322050066,0.802,0.371,3.0009714358033e-87,"0","SEC63"
"CNOT8",1.53656357693569e-91,0.566891867382146,0.756,0.341,3.01274020529781e-87,"0","CNOT8"
"TMTC4",1.55501420413379e-91,0.556215267235527,0.773,0.362,3.04891635004512e-87,"0","TMTC4"
"ZNF670",1.55753380576616e-91,0.912864472780536,0.524,0.187,3.0538565329657e-87,"0","ZNF670"
"NUP62",1.5692210100174e-91,0.297780767140584,0.849,0.401,3.07677163434112e-87,"0","NUP62"
"STOM",1.59491549060777e-91,0.636006252493146,0.697,0.306,3.12715080243465e-87,"0","STOM"
"MPPE1",1.65163916388223e-91,0.903603791527142,0.592,0.231,3.23836890862389e-87,"0","MPPE1"
"N4BP1",1.6585742745502e-91,0.349178284794735,0.825,0.394,3.25196658011058e-87,"0","N4BP1"
"NPC1",1.67729087102241e-91,0.46659785296983,0.801,0.371,3.28866421081364e-87,"0","NPC1"
"C2CD5",1.68770252710471e-91,0.30742890929517,0.776,0.361,3.30907834489421e-87,"0","C2CD5"
"PPP1R2",1.73935758665542e-91,0.651827815451755,0.724,0.32,3.41035842015528e-87,"0","PPP1R2"
"WBP1L",1.75522299068932e-91,0.350702190010144,0.855,0.417,3.44146571784454e-87,"0","WBP1L"
"SEC24D",1.77727978104918e-91,0.508261689203648,0.825,0.378,3.48471246670313e-87,"0","SEC24D"
"RP3-403A15.5",1.82251270266469e-91,0.80959240833185,0.571,0.228,3.57340065611467e-87,"0","RP3-403A15.5"
"SMIM20",1.82330888292458e-91,0.426592498988043,0.759,0.351,3.57496172675023e-87,"0","SMIM20"
"UBXN11",1.84010134407947e-91,0.383858735656192,0.865,0.418,3.60788670533661e-87,"0","UBXN11"
"SENP5",1.85535939739146e-91,0.60491819048255,0.738,0.329,3.63780317046544e-87,"0","SENP5"
"CXorf21",1.88922126529265e-91,0.962226696029036,0.64,0.266,3.70419613485929e-87,"0","CXorf21"
"G6PD",1.89675439779699e-91,0.809223352561023,0.663,0.284,3.71896634776055e-87,"0","G6PD"
"MRPL34",1.91088067835775e-91,0.5162886658235,0.809,0.371,3.74666374605603e-87,"0","MRPL34"
"PRKRA",1.93529951198386e-91,0.636604620628165,0.763,0.353,3.79454175314676e-87,"0","PRKRA"
"ARL6",1.95609292537111e-91,0.91239994629916,0.557,0.211,3.83531139877514e-87,"0","ARL6"
"RPP38",1.98300509669131e-91,0.61898236020784,0.735,0.334,3.88807809308265e-87,"0","RPP38"
"DCBLD1",2.17348196192917e-91,0.469809762060948,0.81,0.377,4.26154608275452e-87,"0","DCBLD1"
"CTSH",2.18271731876776e-91,0.579914121350392,0.831,0.38,4.27965384690796e-87,"0","CTSH"
"WWC3",2.18626677602972e-91,0.37167801840584,0.852,0.408,4.28661326776147e-87,"0","WWC3"
"TTBK1",2.27397207335188e-91,0.252978163556552,0.804,0.377,4.45857704422103e-87,"0","TTBK1"
"ARHGAP10",2.275023020577e-91,0.623252681271987,0.995,0.557,4.46063763644532e-87,"0","ARHGAP10"
"AGBL3",2.29160499650624e-91,0.5446808923851,0.888,0.428,4.49314991664978e-87,"0","AGBL3"
"ATP8B3",2.45243600633627e-91,0.619227182211154,0.76,0.342,4.80849127762353e-87,"0","ATP8B3"
"ABRACL",2.48305710615185e-91,1.0766933804011,0.594,0.241,4.86853006803193e-87,"0","ABRACL"
"FAM111B",2.55876738815909e-91,0.849094000528488,0.626,0.259,5.01697521796353e-87,"0","FAM111B"
"FPGT",2.59152438966539e-91,1.00668217654009,0.543,0.205,5.08120187081692e-87,"0","FPGT"
"RP11-447L10.1",2.69384389766533e-91,0.457561844588676,0.863,0.405,5.28181973015241e-87,"0","RP11-447L10.1"
"TSPAN17",2.71944693726785e-91,0.405411613690359,0.77,0.35,5.33201960990107e-87,"0","TSPAN17"
"RP4-559A3.7",2.7543679417964e-91,0.703299782759345,0.761,0.348,5.4004892234802e-87,"0","RP4-559A3.7"
"WDR17",2.76091115931831e-91,0.521333292190882,0.724,0.324,5.41331851007542e-87,"0","WDR17"
"CMTM6",2.79623641282172e-91,0.707420011751892,0.592,0.237,5.48258073461956e-87,"0","CMTM6"
"NR1D2",2.84820022332265e-91,0.366929738919613,0.835,0.403,5.58446617786872e-87,"0","NR1D2"
"FBXO7",2.89612776271537e-91,0.696163325059524,0.597,0.238,5.67843770435603e-87,"0","FBXO7"
"RPS19BP1",2.90989569207933e-91,0.805906446901761,0.683,0.296,5.70543248345995e-87,"0","RPS19BP1"
"SUCLG1",2.91372188885495e-91,0.91492625001291,0.611,0.249,5.71293450747789e-87,"0","SUCLG1"
"PLG",2.95365055003764e-91,0.864594611170632,0.646,0.274,5.7912226334588e-87,"0","PLG"
"PMVK",3.01788867473124e-91,0.850741231187724,0.691,0.301,5.91717432454554e-87,"0","PMVK"
"SIGLEC15",3.1022385702937e-91,0.579682557713663,0.505,0.176,6.08255916477486e-87,"0","SIGLEC15"
"ETFA",3.11284151392188e-91,0.578682046446828,0.758,0.347,6.10334835634664e-87,"0","ETFA"
"RUFY2",3.14853638397012e-91,0.63814375961122,0.67,0.295,6.17333528805022e-87,"0","RUFY2"
"PDE8A",3.23518273840365e-91,0.454287488677569,0.927,0.451,6.34322279518803e-87,"0","PDE8A"
"DOCK6",3.24210324697602e-91,0.536320533924039,0.696,0.308,6.35679183634589e-87,"0","DOCK6"
"UBOX5",3.32732009753959e-91,0.634411207720189,0.704,0.31,6.52387651524587e-87,"0","UBOX5"
"CHST12",3.39539728035966e-91,0.47750588545227,0.832,0.389,6.65735544760119e-87,"0","CHST12"
"NRL",3.57447434295146e-91,0.491383261155331,0.963,0.48,7.00847184422492e-87,"0","NRL"
"XPOT",3.67526159824867e-91,0.584793025253778,0.716,0.319,7.20608541568617e-87,"0","XPOT"
"EFCAB2",3.89849004098426e-91,0.525598081823638,0.844,0.396,7.64376942335785e-87,"0","EFCAB2"
"MFSD11",3.9614029152788e-91,0.300260279279981,0.82,0.38,7.76712269598714e-87,"0","MFSD11"
"TFB1M",4.00593572603847e-91,0.479739849179051,0.791,0.368,7.85443817804363e-87,"0","TFB1M"
"SH2D3C",4.19145868371009e-91,0.420516921716903,0.847,0.402,8.21819304115036e-87,"0","SH2D3C"
"OSBPL11",4.32055497102081e-91,0.396151892740065,0.793,0.365,8.4713121316805e-87,"0","OSBPL11"
"MTFP1",4.32962037095947e-91,0.886000546582319,0.684,0.301,8.48908666134023e-87,"0","MTFP1"
"AC002985.3",4.33153957548469e-91,0.454842524662192,0.712,0.316,8.49284964565284e-87,"0","AC002985.3"
"NBR1",4.49596477492161e-91,0.72163240425429,0.752,0.345,8.81523813418881e-87,"0","NBR1"
"ZNF141",4.5066721274202e-91,0.82580584184375,0.616,0.258,8.83623204023279e-87,"0","ZNF141"
"MYBL2",4.55932222316989e-91,0.572734819477963,0.792,0.36,8.9394630829692e-87,"0","MYBL2"
"EAF2",4.97957157077122e-91,0.620126727819353,0.719,0.321,9.76344597881114e-87,"0","EAF2"
"SPG11",4.98562076209607e-91,0.422652683984365,0.822,0.385,9.77530662824177e-87,"0","SPG11"
"ARL14EP",5.24713766484956e-91,1.08395234982027,0.57,0.226,1.02880628194705e-86,"0","ARL14EP"
"CCDC57",5.26452653157368e-91,0.42196985378145,0.822,0.389,1.03221571704565e-86,"0","CCDC57"
"MKNK2",5.26859598245761e-91,0.594032261221323,0.831,0.398,1.03301361428046e-86,"0","MKNK2"
"RP11-77K12.1",5.30811049437152e-91,0.419873884402379,0.835,0.402,1.04076122463142e-86,"0","RP11-77K12.1"
"MGAT5",5.56800977747147e-91,0.602204779944205,0.996,0.595,1.09171967706883e-86,"0","MGAT5"
"CHCHD2",5.72931854002825e-91,1.0925813359745,0.558,0.219,1.12334748614334e-86,"0","CHCHD2"
"SLAMF7",5.77126347029612e-91,0.839232772074827,0.665,0.282,1.13157162862096e-86,"0","SLAMF7"
"BTAF1",5.89815841454989e-91,0.429332521490589,0.774,0.358,1.1564519203408e-86,"0","BTAF1"
"NBEAL2",5.92209235781809e-91,0.268211391981079,0.901,0.461,1.16114464859739e-86,"0","NBEAL2"
"ATAD1",6.22574856784089e-91,0.510268119145991,0.741,0.342,1.22068252169656e-86,"0","ATAD1"
"HSPE1-MOB4",6.31795068159241e-91,0.477501542805004,0.906,0.429,1.23876059013982e-86,"0","HSPE1-MOB4"
"RPE",6.35682387947039e-91,0.351576227951568,0.661,0.281,1.24638245804776e-86,"0","RPE"
"FBXL3",6.56072344457002e-91,0.4218880084016,0.761,0.35,1.28636104577684e-86,"0","FBXL3"
"DNM2",6.63022486389372e-91,0.493074302914553,0.953,0.482,1.29998818906364e-86,"0","DNM2"
"USP4",6.70949222725415e-91,0.443890186881818,0.778,0.363,1.31553014099772e-86,"0","USP4"
"SRP9",7.19281987829974e-91,1.0310752974721,0.63,0.267,1.41029619353823e-86,"0","SRP9"
"GDAP2",7.23309549645602e-91,0.525675864408522,0.679,0.289,1.41819303399013e-86,"0","GDAP2"
"MINOS1",7.36585944399815e-91,0.480794283096326,0.698,0.311,1.44422406118472e-86,"0","MINOS1"
"NCL",7.37508626743846e-91,0.47743507829365,0.864,0.411,1.44603316445666e-86,"0","NCL"
"BRCA2",7.42507020871578e-91,0.595937461169938,0.728,0.323,1.4558335158229e-86,"0","BRCA2"
"C12orf57",7.68631201030337e-91,0.847307073282108,0.668,0.281,1.50705519586018e-86,"0","C12orf57"
"ADAM29",7.97986358734063e-91,0.303322887792044,0.819,0.382,1.56461185356988e-86,"0","ADAM29"
"GPR180",8.16279653638621e-91,0.896950827901069,0.627,0.267,1.60047951688925e-86,"0","GPR180"
"SLC35A1",8.28395509832759e-91,0.846316595436128,0.62,0.261,1.62423507612909e-86,"0","SLC35A1"
"QSOX2",8.39037867066478e-91,0.665928787985419,0.731,0.335,1.64510154595724e-86,"0","QSOX2"
"FDPS",8.65736560929258e-91,0.626056637768041,0.676,0.296,1.697449675014e-86,"0","FDPS"
"NEMP1",8.74970331069871e-91,0.420270331740082,0.939,0.465,1.7155543281287e-86,"0","NEMP1"
"DUSP22",8.90218104066343e-91,0.685391990099652,0.987,0.5,1.74545063664288e-86,"0","DUSP22"
"TYW5",9.15923185042109e-91,0.8561066665921,0.586,0.233,1.79585058891206e-86,"0","TYW5"
"ZNF260",9.19215468304241e-91,1.15960024998893,0.512,0.187,1.80230576870412e-86,"0","ZNF260"
"THAP8",9.4901755863292e-91,0.633107511627342,0.768,0.357,1.86073872721157e-86,"0","THAP8"
"CCDC28B",9.67965869849078e-91,0.852963832700992,0.572,0.22,1.89789068101309e-86,"0","CCDC28B"
"NRBF2",9.98009264881168e-91,0.852052659615652,0.658,0.276,1.95679676565251e-86,"0","NRBF2"
"PRPF6",1.00766268046896e-90,0.445371044358869,0.764,0.355,1.97572421759548e-86,"0","PRPF6"
"SLC38A6",1.05013399530606e-90,0.512031049994437,0.657,0.284,2.0589977245966e-86,"0","SLC38A6"
"IRAK3",1.06102356171434e-90,0.791556743861778,0.578,0.229,2.0803488974533e-86,"0","IRAK3"
"LFNG",1.0655256809535e-90,0.427973347772385,0.696,0.303,2.08917620264553e-86,"0","LFNG"
"UBASH3B",1.08745183600781e-90,0.469419228375359,0.929,0.459,2.13216681486051e-86,"0","UBASH3B"
"PXK",1.09144806811703e-90,0.565120212819451,0.813,0.381,2.14000222715706e-86,"0","PXK"
"ZSCAN32",1.09617876463655e-90,0.927697195631369,0.644,0.273,2.14927770382289e-86,"0","ZSCAN32"
"SMC2",1.14766178050821e-90,0.383398917692419,0.67,0.281,2.25022045304244e-86,"0","SMC2"
"EIF3M",1.1540690557344e-90,0.962381377243523,0.594,0.237,2.26278319757845e-86,"0","EIF3M"
"GIGYF2",1.17121310470073e-90,0.311390228925313,0.841,0.406,2.29639753438673e-86,"0","GIGYF2"
"RAB3A",1.22673601695079e-90,0.586950493682188,0.774,0.346,2.40526130843541e-86,"0","RAB3A"
"SLC17A5",1.24634693871153e-90,0.588117174919225,0.731,0.33,2.44371244273169e-86,"0","SLC17A5"
"CEP63",1.27563210904536e-90,0.451877404602628,0.763,0.354,2.50113187620523e-86,"0","CEP63"
"TK1",1.41232985996389e-90,0.7699838563218,0.703,0.316,2.76915515643119e-86,"0","TK1"
"MCUR1",1.45045004413767e-90,0.731510369697128,0.69,0.303,2.84389740154072e-86,"0","MCUR1"
"DET1",1.47480873662413e-90,0.53874689595662,0.711,0.312,2.89165748989892e-86,"0","DET1"
"ACBD6",1.49026228690159e-90,0.407286238560264,0.853,0.412,2.92195726592795e-86,"0","ACBD6"
"MPZL3",1.51869331175145e-90,0.774105508510388,0.562,0.215,2.97770197635107e-86,"0","MPZL3"
"RSAD1",1.54097914410968e-90,0.753773848073413,0.606,0.242,3.02139780785586e-86,"0","RSAD1"
"TMEM56-RWDD3",1.54360534756983e-90,0.466200182238474,0.694,0.301,3.02654700498017e-86,"0","TMEM56-RWDD3"
"THAP4",1.56340449772391e-90,0.479506283069962,0.782,0.362,3.06536719868727e-86,"0","THAP4"
"LLfos-48D6.2",1.59558160066998e-90,0.466826749488429,0.92,0.454,3.12845684443364e-86,"0","LLfos-48D6.2"
"DDX46",1.60231146543371e-90,0.456071705652107,0.844,0.402,3.14165209027587e-86,"0","DDX46"
"CERS5",1.60319872480591e-90,0.805442506181286,0.698,0.31,3.14339173972695e-86,"0","CERS5"
"STX10",1.69735461137779e-90,0.741066266552025,0.693,0.306,3.32800318652842e-86,"0","STX10"
"WDR70",1.70404663161184e-90,0.342185477657867,0.901,0.448,3.34112423060134e-86,"0","WDR70"
"DCK",1.75303444301871e-90,0.307458201960826,0.771,0.349,3.43717463242679e-86,"0","DCK"
"EIF1AX",1.75390772885279e-90,0.94662625089578,0.66,0.288,3.43888688396166e-86,"0","EIF1AX"
"CR1",1.7543783702182e-90,0.600705004988371,0.637,0.265,3.43980967048683e-86,"0","CR1"
"KDELC1",1.78131375083648e-90,0.726146473147953,0.644,0.271,3.49262187126508e-86,"0","KDELC1"
"ESPNL",1.79606922100786e-90,0.397456553008248,0.756,0.343,3.52155292163012e-86,"0","ESPNL"
"RPL15",1.84532957206709e-90,0.898842740106684,0.682,0.298,3.61813769195195e-86,"0","RPL15"
"RPIA",1.93084522690608e-90,0.301868147085137,0.827,0.389,3.78580823639475e-86,"0","RPIA"
"KNOP1",1.96475621543647e-90,1.15592212351157,0.507,0.183,3.85229751160629e-86,"0","KNOP1"
"APBA3",2.06137348708712e-90,0.809502693047309,0.612,0.25,4.04173499613171e-86,"0","APBA3"
"ATP23",2.06887271630619e-90,1.01947824675025,0.637,0.268,4.05643873486154e-86,"0","ATP23"
"RNASEH1",2.07780542707829e-90,0.618857009897712,0.714,0.323,4.0739531008724e-86,"0","RNASEH1"
"DNAJC25-GNG10",2.09720516888326e-90,0.432139574668147,0.746,0.332,4.1119901746294e-86,"0","DNAJC25-GNG10"
"CLN5",2.18711098966214e-90,0.594898779089658,0.712,0.317,4.28826851743056e-86,"0","CLN5"
"CA5B",2.19668505551713e-90,0.520610688833162,0.768,0.353,4.30704038835244e-86,"0","CA5B"
"ITGB3BP",2.23399841908857e-90,0.321421142640056,0.866,0.417,4.38020070030695e-86,"0","ITGB3BP"
"CDCA2",2.26607101095755e-90,0.289375676058138,0.872,0.425,4.44308543118446e-86,"0","CDCA2"
"MEMO1",2.28638833838018e-90,0.354453457168964,0.9,0.439,4.48292161506202e-86,"0","MEMO1"
"ACTR6",2.30778712223908e-90,0.668709838408051,0.656,0.272,4.52487821057417e-86,"0","ACTR6"
"C5orf42",2.31947305044122e-90,0.633124888909329,0.763,0.352,4.5477908100001e-86,"0","C5orf42"
"ANKRD49",2.36084556522281e-90,0.937881086763173,0.545,0.202,4.62890989973236e-86,"0","ANKRD49"
"HSDL2",2.39334371265481e-90,0.643069170103791,0.72,0.326,4.69262901740228e-86,"0","HSDL2"
"DCBLD2",2.41807428166258e-90,0.495961568776856,0.787,0.36,4.74111824405583e-86,"0","DCBLD2"
"UBL3",2.42003271948533e-90,0.298608430194947,0.774,0.36,4.74495815309489e-86,"0","UBL3"
"FBXL18",2.44942557500318e-90,0.386970380822416,0.858,0.408,4.80258872490873e-86,"0","FBXL18"
"RND3",2.47047130528473e-90,0.273262927658304,0.595,0.234,4.84385308827178e-86,"0","RND3"
"SLC2A3",2.48882748718558e-90,1.30452770273818,0.499,0.178,4.87984405412477e-86,"0","SLC2A3"
"PNPLA4",2.51723702412946e-90,1.04501892145249,0.598,0.249,4.93554663321063e-86,"0","PNPLA4"
"GLI1",2.53506855607798e-90,0.588614890199327,0.694,0.31,4.97050891790209e-86,"0","GLI1"
"KCTD19",2.55418776976942e-90,0.516014985783114,0.605,0.245,5.0079959601869e-86,"0","KCTD19"
"RGSL1",2.55749890014285e-90,0.403222907389689,0.766,0.358,5.0144880935101e-86,"0","RGSL1"
"IGSF8",2.72500580128581e-90,0.780592849053674,0.681,0.299,5.34291887458109e-86,"0","IGSF8"
"PYROXD1",2.80917547574819e-90,0.902329568649207,0.546,0.207,5.50795035529947e-86,"0","PYROXD1"
"NUFIP1",2.81526332944519e-90,0.670467216265136,0.63,0.263,5.51988681004319e-86,"0","NUFIP1"
"TFRC",2.83663340260767e-90,0.517867852304495,0.794,0.373,5.56178711249286e-86,"0","TFRC"
"CTTN",2.94573279926246e-90,0.625881386589398,0.601,0.242,5.77569829951391e-86,"0","CTTN"
"DUT",2.95490864996347e-90,0.949152917580997,0.63,0.261,5.79368938998338e-86,"0","DUT"
"MIS12",2.99962708428347e-90,0.711613030277081,0.651,0.279,5.8813688241546e-86,"0","MIS12"
"FAM185A",3.0045245931854e-90,0.967856876552384,0.615,0.253,5.89097136985862e-86,"0","FAM185A"
"MSH6",3.07150980572225e-90,0.444826231661096,0.964,0.488,6.02230927607961e-86,"0","MSH6"
"ENPEP",3.21295538191536e-90,0.311104829269044,0.726,0.322,6.29964161732145e-86,"0","ENPEP"
"SS18",3.26981864250997e-90,0.484693276614091,0.775,0.353,6.4111334123693e-86,"0","SS18"
"SLC35E2B",3.36261610690839e-90,0.735106410082697,0.699,0.318,6.59308140081528e-86,"0","SLC35E2B"
"SERAC1",3.37110787399423e-90,0.840951590283892,0.659,0.284,6.60973120854049e-86,"0","SERAC1"
"PGBD2",3.4044495400884e-90,0.794185572772866,0.686,0.301,6.67510421325133e-86,"0","PGBD2"
"NEURL3",3.42061183593865e-90,0.417635142828126,0.627,0.262,6.70679362672492e-86,"0","NEURL3"
"MTPN",3.61151690251139e-90,0.316480932333593,0.726,0.326,7.08110119075408e-86,"0","MTPN"
"PSMB10",3.6712095651599e-90,0.761721032200547,0.654,0.28,7.19814059440901e-86,"0","PSMB10"
"FEM1A",3.69792569116555e-90,0.609151268216349,0.678,0.297,7.2505229026683e-86,"0","FEM1A"
"PFAS",3.72788878250878e-90,0.625475060817612,0.718,0.319,7.30927153586497e-86,"0","PFAS"
"M1AP",3.81850868704205e-90,0.335330178259843,0.775,0.358,7.48694998268335e-86,"0","M1AP"
"SBSPON",3.90929949717135e-90,0.425142636904593,0.599,0.238,7.66496352410387e-86,"0","SBSPON"
"HDDC2",3.91997502733824e-90,0.560757373471115,0.621,0.256,7.68589503610209e-86,"0","HDDC2"
"NOTCH1",3.96619984885915e-90,0.398679619804786,0.884,0.433,7.77652804365813e-86,"0","NOTCH1"
"SMCR8",3.9717331741083e-90,0.643491172539012,0.71,0.313,7.78737723447414e-86,"0","SMCR8"
"CCDC174",3.98202426050581e-90,1.01130504658338,0.614,0.254,7.80755496757375e-86,"0","CCDC174"
"SEC22A",4.08518894208938e-90,0.470696560940032,0.69,0.297,8.00982995875465e-86,"0","SEC22A"
"GNG7",4.16761775366827e-90,0.669373947357675,0.991,0.5,8.17144812961737e-86,"0","GNG7"
"STK32C",4.27821758566039e-90,0.340334818380099,0.933,0.46,8.38830122020434e-86,"0","STK32C"
"NUB1",4.35208575118924e-90,0.462584461891027,0.873,0.428,8.53313453235675e-86,"0","NUB1"
"RGP1",4.35725787595419e-90,0.741415150888456,0.697,0.306,8.54327551738339e-86,"0","RGP1"
"RPL18A",4.47212415821928e-90,0.842754922593877,0.649,0.275,8.76849383702054e-86,"0","RPL18A"
"CCDC62",4.67516074505862e-90,0.907335030769578,0.625,0.26,9.16658767283644e-86,"0","CCDC62"
"CDNF",4.93351997051629e-90,0.876355969405772,0.636,0.27,9.6731526061913e-86,"0","CDNF"
"NUP88",4.98317712881072e-90,0.464073612441906,0.8,0.378,9.77051539645919e-86,"0","NUP88"
"ERCC6L2",5.06063470577995e-90,0.434331074512315,0.761,0.349,9.92238646762274e-86,"0","ERCC6L2"
"CAMK1G",5.08484248618955e-90,0.735011945538941,0.444,0.143,9.96985066267185e-86,"0","CAMK1G"
"CTB-50L17.10",5.25284382279651e-90,0.332159416255959,0.825,0.392,1.02992508833571e-85,"0","CTB-50L17.10"
"MYNN",5.3548945375455e-90,0.636888205828518,0.701,0.309,1.04993417197655e-85,"0","MYNN"
"ATP6V0A1",5.52622841112146e-90,0.570015268636163,0.706,0.314,1.08352760456858e-85,"0","ATP6V0A1"
"APOBEC3H",5.71684433891601e-90,0.825543015921337,0.571,0.222,1.12090166953126e-85,"0","APOBEC3H"
"TNFRSF1A",6.12436696402159e-90,0.880458063605152,0.627,0.267,1.20080463063571e-85,"0","TNFRSF1A"
"MZT2B",6.27913044800329e-90,0.772231495264848,0.631,0.263,1.23114910694001e-85,"0","MZT2B"
"RAB34",6.77203702469559e-90,0.77881605522468,0.69,0.299,1.32779329943206e-85,"0","RAB34"
"CD46",6.79628526777818e-90,0.845842615175053,0.649,0.275,1.33254765245327e-85,"0","CD46"
"MICAL2",6.82668644139266e-90,0.398653160774653,0.94,0.468,1.33850841056386e-85,"0","MICAL2"
"ORC2",7.36882323297719e-90,0.798907845285222,0.683,0.303,1.44480517128984e-85,"0","ORC2"
"AC084219.2",7.56145993160969e-90,0.624390359519507,0.568,0.22,1.48257544879071e-85,"0","AC084219.2"
"ADAMDEC1",7.71447013944057e-90,1.20282237293136,0.373,0.102,1.51257616024011e-85,"0","ADAMDEC1"
"LOXL3",7.82158944472012e-90,0.445470944782039,0.77,0.36,1.53357904242627e-85,"0","LOXL3"
"RP11-321N4.5",8.28929020344387e-90,0.442385480634257,0.798,0.368,1.62528113018924e-85,"0","RP11-321N4.5"
"YAE1D1",8.4471020532845e-90,0.698295473328216,0.588,0.24,1.65622329958749e-85,"0","YAE1D1"
"RANGAP1",8.57671933740089e-90,0.59419244746623,0.765,0.353,1.68163736048419e-85,"0","RANGAP1"
"BPGM",8.59722252622582e-90,0.584304863829777,0.709,0.323,1.6856574207171e-85,"0","BPGM"
"VILL",8.77948445552392e-90,0.755007294197339,0.688,0.308,1.72139351719457e-85,"0","VILL"
"PML",8.93709605767337e-90,0.508276353183507,0.733,0.331,1.75229642402802e-85,"0","PML"
"PDIA6",9.01974102348193e-90,0.336278638403128,0.844,0.4,1.7685006224741e-85,"0","PDIA6"
"RBM48",9.29030702396935e-90,0.982627189792678,0.649,0.285,1.82155049818967e-85,"0","RBM48"
"TMED1",9.34157418198682e-90,0.772108394120137,0.674,0.292,1.83160244986216e-85,"0","TMED1"
"IL1R2",9.39727500709338e-90,0.698461382672174,0.536,0.207,1.8425237106408e-85,"0","IL1R2"
"NLRC5",9.42710285400043e-90,0.460522999906099,0.958,0.485,1.84837205658386e-85,"0","NLRC5"
"SRC",9.6119041660382e-90,0.362189738443302,0.877,0.428,1.88460604983511e-85,"0","SRC"
"DHODH",9.78635198769682e-90,0.513209528021858,0.704,0.312,1.91881003422771e-85,"0","DHODH"
"ALDH9A1",9.85232175287983e-90,0.769986393909484,0.645,0.274,1.93174472608715e-85,"0","ALDH9A1"
"CCDC138",1.0052767602972e-89,0.529563935772088,0.669,0.279,1.97104614391473e-85,"0","CCDC138"
"SARAF",1.01161372635609e-89,0.556258594092012,0.77,0.351,1.98347103326638e-85,"0","SARAF"
"SDHAF3",1.01841109250531e-89,0.699453158065681,0.621,0.256,1.99679862907517e-85,"0","SDHAF3"
"FBXO38",1.0276243674003e-89,0.624622650839931,0.654,0.284,2.01486309716178e-85,"0","FBXO38"
"PNPT1",1.02878066087637e-89,0.65169152988307,0.608,0.247,2.01713024178029e-85,"0","PNPT1"
"MZT2A",1.07763603617883e-89,0.785690221028549,0.701,0.305,2.11292097613583e-85,"0","MZT2A"
"CAPG",1.13021287129998e-89,0.469590216582637,0.698,0.309,2.21600837675787e-85,"0","CAPG"
"ARF4",1.14941859309302e-89,0.407340053880456,0.782,0.369,2.25366503547749e-85,"0","ARF4"
"REV1",1.16118611615014e-89,0.447335804914156,0.815,0.392,2.27673761793558e-85,"0","REV1"
"ZBTB32",1.19161626474913e-89,0.293954214493204,0.835,0.392,2.33640201029363e-85,"0","ZBTB32"
"GOLT1B",1.19460831936326e-89,0.783863175731263,0.628,0.265,2.34226853177554e-85,"0","GOLT1B"
"NEK8",1.19519948527296e-89,0.372100156282996,0.935,0.477,2.34342763077468e-85,"0","NEK8"
"CENPC",1.19832903775185e-89,0.657325299373203,0.702,0.306,2.34956374432005e-85,"0","CENPC"
"ODF3B",1.2071852622613e-89,0.919388954056741,0.694,0.297,2.36692814371573e-85,"0","ODF3B"
"PTER",1.2697745147104e-89,0.449944319034133,0.74,0.336,2.48964689099269e-85,"0","PTER"
"BRI3BP",1.27577808496197e-89,0.662336992102392,0.712,0.314,2.50141809118493e-85,"0","BRI3BP"
"FAM217B",1.29336034305006e-89,0.968729527667546,0.635,0.273,2.53589162461826e-85,"0","FAM217B"
"STT3A",1.33926335340459e-89,0.582752641255496,0.753,0.342,2.62589365702038e-85,"0","STT3A"
"CCL3",1.43852164553483e-89,1.08275052625146,0.606,0.253,2.82050939040014e-85,"0","CCL3"
"URGCP-MRPS24",1.45476983596276e-89,0.462207045050794,0.738,0.331,2.85236721737218e-85,"0","URGCP-MRPS24"
"FBXO5",1.45585515800717e-89,0.46486395505655,0.78,0.367,2.85449520830466e-85,"0","FBXO5"
"SCARB1",1.46241893064882e-89,0.424359468842883,0.876,0.426,2.86736479732314e-85,"0","SCARB1"
